Identifier ID,Identifier Type,Raw Value,Normalized Value,Connector,Finding Type,Finding Value,Confidence
d4c0440a-5a62-44e5-8621-6f2545eddd11,domain,google.com,google.com,crtsh,subdomain,misc-sni.google.com,0.7
d4c0440a-5a62-44e5-8621-6f2545eddd11,domain,google.com,google.com,crtsh,subdomain,developer.google.com,0.7
d4c0440a-5a62-44e5-8621-6f2545eddd11,domain,google.com,google.com,crtsh,subdomain,bmcquade@google.com,0.7
d4c0440a-5a62-44e5-8621-6f2545eddd11,domain,google.com,google.com,crtsh,subdomain,m.guts.corp.google.com,0.7
d4c0440a-5a62-44e5-8621-6f2545eddd11,domain,google.com,google.com,crtsh,subdomain,m.gutsdev.corp.google.com,0.7
d4c0440a-5a62-44e5-8621-6f2545eddd11,domain,google.com,google.com,crtsh,subdomain,mygeist2010.corp.google.com,0.7
d4c0440a-5a62-44e5-8621-6f2545eddd11,domain,google.com,google.com,crtsh,subdomain,mygeist.corp.google.com,0.7
d4c0440a-5a62-44e5-8621-6f2545eddd11,domain,google.com,google.com,crtsh,subdomain,proxyconfig.corp.google.com,0.7
d4c0440a-5a62-44e5-8621-6f2545eddd11,domain,google.com,google.com,crtsh,subdomain,reseed.corp.google.com,0.7
d4c0440a-5a62-44e5-8621-6f2545eddd11,domain,google.com,google.com,crtsh,subdomain,uberproxy-nocert.corp.google.com,0.7
d4c0440a-5a62-44e5-8621-6f2545eddd11,domain,google.com,google.com,crtsh,subdomain,auth.corp.google.com,0.7
d4c0440a-5a62-44e5-8621-6f2545eddd11,domain,google.com,google.com,crtsh,subdomain,blogger.corp.google.com,0.7
d4c0440a-5a62-44e5-8621-6f2545eddd11,domain,google.com,google.com,crtsh,subdomain,blogspot.corp.google.com,0.7
d4c0440a-5a62-44e5-8621-6f2545eddd11,domain,google.com,google.com,crtsh,subdomain,corp-backups.corp.google.com,0.7
d4c0440a-5a62-44e5-8621-6f2545eddd11,domain,google.com,google.com,crtsh,subdomain,drive-test.corp.google.com,0.7
